IDPedido,FechaPedido,FechaEnvío,ModoEnvío,ID_cliente,NombreCliente,Segmento,CodigoPostal,Ciudad,Estado,Pais,Region,Mercado,IDProducto,Categoria,Subcategoria,NombreProducto,Ventas,Cantidad,Descuento,Beneficio,CostoEnvio,PrioridadPedido
ID-2014-SC20695102-41667,41667,41669,Urgente,SC-20695102,Steve Chapman,Empresarial,,Manila,Capital Nacional,Filipinas,Asia Sudoriental,Asia-Pacífico,FUR-CH-5443,Mobiliario,Sillas,"Office Star Executive Leather Armchair, Red",2465.82,7,0.25,197.19,546.49,Alto
IN-2013-NC186257-41401,41401,41401,Mismo día,NC-186257,Noah Childs,Empresarial,,Newcastle,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,FUR-TA-3422,Mobiliario,Mesas,"Bevis Conference Table, with Bottom Storage",1847.52,2,0,738.96,545.89,Alto
ES-2014-NF183858-41970,41970,41972,Urgente,NF-183858,Natalie Fritzler,Consumidor,,Graz,Stiria,Austria,Europa Occidental,Europa,FUR-BO-4849,Mobiliario,Librerías,"Ikea Classic Bookcase, Mobile",2899.89,7,0,927.78,541.59,Alto
IN-2013-NZ185657-41606,41606,41610,Segunda clase,NZ-185657,Nick Zandusky,Oficina en casa,,Nowra,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,FUR-CH-5774,Mobiliario,Sillas,"SAFCO Executive Leather Armchair, Black",2891.7,7,0.1,96.39,541.57,Medio
IT-2013-PM1894045-41546,41546,41546,Mismo día,PM-1894045,Paul MacIntyre,Consumidor,,Boulogne-Billancourt,Isla de Francia,Francia,Europa Occidental,Europa,TEC-MA-5572,Tecnología,Máquinas,"Panasonic Printer, Red",2016.85,9,0.15,-0.05,540.77,Crítica
ES-2014-MZ1733545-41885,41885,41887,Segunda clase,MZ-1733545,Maria Zettner,Oficina en casa,,Malakoff,Isla de Francia,Francia,Europa Occidental,Europa,OFF-AP-4503,Material de oficina,Artefactos,"Hamilton Beach Refrigerator, Silver",3155.54,7,0.1,34.94,539.94,Alto
CG-2014-HM498033-41846,41846,41852,Clase estándar,HM-498033,Henry MacAllister,Consumidor,,Kinshasa,Kinshasa,República Democrática del Congo,África Central,África,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",3856.14,6,0,1465.2,533.99,Bajo
IN-2015-RW195407-42327,42327,42333,Clase estándar,RW-195407,Rick Wilson,Empresarial,,Perth,Australia Occidental,Australia,Oceanía,Asia-Pacífico,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",3524.47,6,0.1,861.37,531.28,Bajo
ES-2013-LH1715545-41444,41444,41444,Mismo día,LH-1715545,Logan Haushalter,Consumidor,,Le Bouscat,Aquitania-Lemosín-Poitou-Charentes,Francia,Europa Occidental,Europa,TEC-PH-5840,Tecnología,Teléfonos,"Samsung Smart Phone, Full Size",2167.3,4,0.15,790.42,531.09,Alto
MX-2013-FH1436582-41558,41558,41561,Urgente,FH-1436582,Fred Hopkins,Empresarial,,Puebla,Puebla,México,Centroamérica,LATAM,TEC-PH-5839,Tecnología,Teléfonos,"Samsung Smart Phone, Cordless",2556,6,0,178.92,530.486,Medio
ES-2012-KM1666048-41129,41129,41131,Urgente,KM-1666048,Khloe Miller,Consumidor,,Augsburg,Bavaria,Alemania,Europa Occidental,Europa,TEC-CO-5999,Tecnología,Copiadoras,"Sharp Fax Machine, High-Speed",1469.25,5,0,308.4,527.87,Crítica
ES-2012-PO1886545-41217,41217,41221,Segunda clase,PO-1886545,Patrick O'Donnell,Consumidor,,Nice,Provenza-Alpes-Costa Azul,Francia,Europa Occidental,Europa,TEC-PH-3807,Tecnología,Teléfonos,"Cisco Smart Phone, with Caller ID",4448.83,8,0.15,1517.71,527.85,Alto
US-2012-AS10045140-41116,41116,41122,Clase estándar,AS-100451406,Aaron Smayling,Empresarial,10035,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-PA-6512,Material de oficina,Papel,Xerox 1956,65.78,11,0,32.23,4.36,Medio
MX-2014-AB1006028-41755,41755,41757,Urgente,AB-1006028,Adam Bellavance,Oficina en casa,,Medellín,Antioquía,Colombia,Sudamérica,LATAM,FUR-BO-3891,Mobiliario,Librerías,"Dania Classic Bookcase, Pine",2472.66,9,0,914.76,523.466,Alto
IN-2014-DB130607-41999,41999,41999,Mismo día,DB-130607,Dave Brooks,Consumidor,,Gold Coast,Queensland,Australia,Oceanía,Asia-Pacífico,OFF-AP-3575,Material de oficina,Artefactos,"Breville Refrigerator, Red",3739.18,8,0.1,747.82,522.79,Alto
IT-2014-VM2168591-41711,41711,41711,Mismo día,VM-2168591,Valerie Mitchum,Oficina en casa,,Bergen op Zoom,Brabante Septentrional,Países Bajos,Europa Occidental,Europa,FUR-CH-5442,Mobiliario,Sillas,"Office Star Executive Leather Armchair, Black",2570.87,11,0.5,-2211.17,520.89,Alto
CA-2014-AS10045140-41727,41727,41730,Urgente,AS-100451408,Aaron Smayling,Empresarial,22204,Arlington,Virginia,Estados Unidos,Sur de EE. UU.,USCA,OFF-ST-4516,Material de oficina,Almacenamiento,Hanging Personal Folder File,31.4,2,0,7.85,3.81,Medio
ES-2013-DM1352548-41369,41369,41369,Mismo día,DM-1352548,Don Miller,Empresarial,,Hanover,Baja Sajonia,Alemania,Europa Occidental,Europa,TEC-PH-3149,Tecnología,Teléfonos,"Apple Smart Phone, with Caller ID",2875.77,9,0.5,-1783.08,516.63,Alto
ES-2013-NM18520120-41634,41634,41636,Segunda clase,NM-18520120,Neoma Murray,Consumidor,,Vigo,Galicia,España,Europa Meridional,Europa,FUR-BO-5948,Mobiliario,Librerías,"Sauder Classic Bookcase, Metal",1741.8,4,0,261.24,515.24,Crítica
IN-2014-LC168857-41747,41747,41748,Urgente,LC-168857,Lena Creighton,Consumidor,,Sydney,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,TEC-CO-6012,Tecnología,Copiadoras,"Sharp Wireless Fax, Laser",1601.64,5,0.1,587.19,511.47,Crítica
IN-2012-RO1978027-41052,41052,41054,Segunda clase,RO-1978027,Rose O'Brian,Consumidor,,Gaoyou,Jiangsu,China,Asia Oriental,Asia-Pacífico,OFF-AP-4738,Material de oficina,Artefactos,"Hoover Refrigerator, White",3670.8,7,0,367.08,510.72,Alto
CA-2015-AS10045140-42218,42218,42224,Clase estándar,AS-100451402,Aaron Smayling,Empresarial,78745,Austin,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-PA-6557,Material de oficina,Papel,Xerox 1998,36.29,7,0.2,12.7,1.99,Medio
ES-2014-EM1406548-41775,41775,41779,Segunda clase,EM-1406548,Erin Mull,Consumidor,,Bremen,Bremen,Alemania,Europa Occidental,Europa,TEC-CO-4593,Tecnología,Copiadoras,"Hewlett Wireless Fax, Laser",1900.95,5,0,589.2,506.89,Alto
CA-2015-AS10045140-42007,42007,42009,Urgente,AS-100451408,Aaron Smayling,Empresarial,28540,Jacksonville,Carolina del Norte,Estados Unidos,Sur de EE. UU.,USCA,OFF-BI-3185,Material de oficina,Archivadores,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5,0.7,-12.53,1.56,Alto
IT-2012-ON1871545-40955,40955,40958,Segunda clase,ON-1871545,Odella Nelson,Empresarial,,Muret,Languedoc-Rosellón-Mediodía-Pirineos,Francia,Europa Occidental,Europa,FUR-CH-5774,Mobiliario,Sillas,"SAFCO Executive Leather Armchair, Black",4544.1,11,0.1,1868.13,506.27,Medio
IN-2014-VS2182027-41790,41790,41792,Urgente,VS-2182027,Vivek Sundaresam,Consumidor,,Zigong,Sichuan,China,Asia Oriental,Asia-Pacífico,FUR-BO-3639,Mobiliario,Librerías,"Bush Library with Doors, Metal",1455.12,4,0,116.4,504.56,Crítica
IN-2014-CM121157-41913,41913,41914,Urgente,CM-121157,Chad McGuire,Consumidor,,Adelaide,Australia del Sur,Australia,Oceanía,Asia-Pacífico,TEC-CO-4790,Tecnología,Copiadoras,"HP Wireless Fax, Digital",1943.19,6,0.1,258.93,499.62,Alto
CA-2015-AB10060140-42315,42315,42322,Clase estándar,AB-100601404,Adam Bellavance,Oficina en casa,98105,Seattle,Washington,Estados Unidos,Oeste de EE. UU.,USCA,FUR-TA-4622,Mobiliario,Mesas,Hon 5100 Series Wood Tables,2036.86,7,0,366.63,524.76,Bajo
CA-2014-AB10060140-41884,41884,41886,Urgente,AB-100601406,Adam Bellavance,Oficina en casa,10009,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-BI-4340,Material de oficina,Archivadores,GBC DocuBind P400 Electric Binding System,4355.17,4,0.2,1415.43,82.67,Crítica
ID-2014-JK153257-41984,41984,41987,Segunda clase,JK-153257,Jason Klamczynski,Empresarial,,Adelaide,Australia del Sur,Australia,Oceanía,Asia-Pacífico,TEC-CO-3709,Tecnología,Copiadoras,"Canon Wireless Fax, High-Speed",1695.87,5,0.1,-37.83,498.62,Crítica
IT-2015-RP1927045-42081,42081,42084,Segunda clase,RP-1927045,Rachel Payne,Empresarial,,Chelles,Isla de Francia,Francia,Europa Occidental,Europa,TEC-CO-5998,Tecnología,Copiadoras,"Sharp Fax Machine, Digital",1505.98,6,0.15,-265.76,498.52,Crítica
IN-2015-DW1354078-42357,42357,42358,Urgente,DW-1354078,Don Weiss,Consumidor,,Kuantan,Pahang,Malasia,Asia Sudoriental,Asia-Pacífico,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",1954.17,3,0,312.66,498.38,Crítica
CA-2015-AB10060140-42315,42315,42322,Clase estándar,AB-100601404,Adam Bellavance,Oficina en casa,98105,Seattle,Washington,Estados Unidos,Oeste de EE. UU.,USCA,FUR-CH-4613,Mobiliario,Sillas,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,449.57,2,0.2,-73.05,47.81,Bajo
US-2014-AB10060140-41712,41712,41717,Clase estándar,AB-100601408,Adam Bellavance,Oficina en casa,22980,Waynesboro,Virginia,Estados Unidos,Sur de EE. UU.,USCA,OFF-AP-4221,Material de oficina,Artefactos,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0,44.89,13.75,Medio
CA-2015-AB10060140-42315,42315,42322,Clase estándar,AB-100601404,Adam Bellavance,Oficina en casa,98105,Seattle,Washington,Estados Unidos,Oeste de EE. UU.,USCA,TEC-AC-5858,Tecnología,Accesorios,SanDisk Cruzer 64 GB USB Flash Drive,108.96,3,0,32.69,11.57,Bajo
MX-2015-GM1444037-42265,42265,42265,Mismo día,GM-1444037,Gary McGarr,Consumidor,,Quito,Pichincha,Ecuador,Sudamérica,LATAM,TEC-CO-3587,Tecnología,Copiadoras,"Brother Copy Machine, Color",1213.19,7,0.002,508.01,493.409,Crítica
IN-2014-SV2081558-41968,41968,41970,Urgente,SV-2081558,Stuart Van,Empresarial,,Vadodara,Guyarat,India,Asia Meridional,Asia-Pacífico,TEC-CO-4577,Tecnología,Copiadoras,"Hewlett Fax Machine, High-Speed",1590.6,5,0,572.55,493.2,Crítica
IN-2014-MM1792027-41950,41950,41953,Urgente,MM-1792027,Michael Moore,Consumidor,,Sanya,Hainan,China,Asia Oriental,Asia-Pacífico,TEC-AC-3405,Tecnología,Accesorios,"Belkin Router, USB",2330.64,9,0,1025.46,492.79,Crítica
IN-2015-JK1612059-42204,42204,42208,Clase estándar,JK-1612059,Julie Kriz,Oficina en casa,,Palembang,Sumatra Meridional,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-BO-5761,Mobiliario,Librerías,"Safco Classic Bookcase, Mobile",3278.58,8,0.07,140.82,492.28,Alto
ID-2013-EM14200130-41502,41502,41502,Mismo día,EM-14200130,Evan Minnotte,Oficina en casa,,Bangkok,Bangkok,Tailandia,Asia Sudoriental,Asia-Pacífico,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",3741.52,7,0.17,946.63,491.91,Alto
CA-2015-AB10060140-42314,42314,42316,Urgente,AB-100601402,Adam Bellavance,Oficina en casa,46142,Greenwood,Indiana,Estados Unidos,Centro de EE. UU.,USCA,OFF-PA-6214,Material de oficina,Papel,Strathmore Photo Mount Cards,67.8,10,0,31.19,7.97,Alto
IN-2013-PM1894059-41284,41284,41288,Clase estándar,PM-1894059,Paul MacIntyre,Consumidor,,Tasikmalaya,Java Occidental,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-BO-5787,Mobiliario,Librerías,"Safco Library with Doors, Pine",3637.6,10,0.07,156.4,487.86,Alto
MX-2014-AT1043582-41667,41667,41669,Urgente,AT-1043582,Alyssa Tate,Oficina en casa,,Guaymas,Sonora,México,Centroamérica,LATAM,OFF-AP-4736,Material de oficina,Artefactos,"Hoover Refrigerator, Red",2455.88,7,0,785.82,487.476,Medio
ID-2013-AB1001527-41439,41439,41442,Urgente,AB-1001527,Aaron Bergman,Consumidor,,Wuhan,Hubei,China,Asia Oriental,Asia-Pacífico,TEC-MA-6150,Tecnología,Máquinas,"StarTech Printer, Wireless",1024.68,8,0.5,-286.92,487.32,Crítica
CA-2015-AB10060140-42314,42314,42316,Urgente,AB-100601402,Adam Bellavance,Oficina en casa,46142,Greenwood,Indiana,Estados Unidos,Centro de EE. UU.,USCA,OFF-FA-6129,Material de oficina,Grapas,Staples,167.94,3,0,82.29,6.61,Alto
CA-2014-AB10060140-41884,41884,41886,Urgente,AB-100601406,Adam Bellavance,Oficina en casa,10009,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-PA-6430,Material de oficina,Papel,Xerox 1881,24.56,2,0,11.54,6.53,Crítica
MX-2013-PV1898518-41614,41614,41616,Urgente,PV-1898518,Paul Van Hugh,Oficina en casa,,Salto,São Paulo,Brasil,Sudamérica,LATAM,TEC-AC-5223,Tecnología,Accesorios,"Memorex Router, Bluetooth",2297.96,14,0,988.12,483.257,Alto
IT-2014-SB2029064-41887,41887,41889,Segunda clase,SB-2029064,Sean Braxton,Empresarial,,Treviso,Véneto,Italia,Europa Meridional,Europa,TEC-CO-4590,Tecnología,Copiadoras,"Hewlett Wireless Fax, Color",2671.41,7,0,534.24,483.04,Alto
SO-2015-SM10005116-42265,42265,42267,Urgente,SM-10005116,Sally Matthias,Consumidor,,Hargeysa,Gobolka Woqooyi Galbeed,Somalia,África Oriental,África,TEC-PH-5839,Tecnología,Teléfonos,"Samsung Smart Phone, Cordless",3834,6,0,268.38,481.04,Alto
CA-2014-AB10060140-41884,41884,41886,Urgente,AB-100601406,Adam Bellavance,Oficina en casa,10009,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-PA-6430,Material de oficina,Papel,Xerox 1881,49.12,4,0,23.09,6.22,Crítica
IN-2013-KH1633059-41489,41489,41494,Clase estándar,KH-1633059,Katharine Harms,Empresarial,,Yogyakarta,Yogyakarta,Indonesia,Asia Sudoriental,Asia-Pacífico,OFF-AP-4960,Material de oficina,Artefactos,"KitchenAid Refrigerator, Black",3501.74,8,0.17,210.86,479.96,Alto
IN-2015-MP181757-42347,42347,42349,Urgente,MP-181757,Mike Pelletier,Oficina en casa,,Perth,Australia Occidental,Australia,Oceanía,Asia-Pacífico,TEC-PH-3149,Tecnología,Teléfonos,"Apple Smart Phone, with Caller ID",1725.46,3,0.1,747.61,479.94,Alto
IN-2013-LH1702027-41572,41572,41575,Urgente,LH-1702027,Lisa Hazard,Consumidor,,Anshan,Liaoning,China,Asia Oriental,Asia-Pacífico,TEC-CO-3597,Tecnología,Copiadoras,"Brother Fax Machine, High-Speed",1583.7,5,0,174.15,479.67,Crítica
CA-2015-AB10060140-42132,42132,42137,Clase estándar,AB-100601404,Adam Bellavance,Oficina en casa,90004,Los Angeles,California,Estados Unidos,Oeste de EE. UU.,USCA,TEC-AC-5109,Tecnología,Accesorios,Logitech G600 MMO Gaming Mouse,79.99,1,0,28.8,5.44,Medio
ID-2014-CR126257-41878,41878,41880,Segunda clase,CR-126257,Corey Roper,Oficina en casa,,Brisbane,Queensland,Australia,Oceanía,Asia-Pacífico,FUR-BO-5763,Mobiliario,Librerías,"Safco Classic Bookcase, Traditional",2760.35,7,0.1,-214.73,475.34,Alto
IN-2012-NC1862511-41041,41041,41045,Clase estándar,NC-1862511,Noah Childs,Empresarial,,Daca,Daca,Bangladés,Asia Meridional,Asia-Pacífico,TEC-AC-3403,Tecnología,Accesorios,"Belkin Router, Erganomic",3078.72,12,0,523.08,474.44,Alto
IT-2012-GM1468091-41215,41215,41218,Urgente,GM-1468091,Greg Matthias,Consumidor,,Amsterdam,Holanda Septentrional,Países Bajos,Europa Occidental,Europa,OFF-AP-4745,Material de oficina,Artefactos,"Hoover Stove, White",1983.14,7,0.5,-1784.9,473.27,Alto
ES-2015-RA1994545-42218,42218,42219,Urgente,RA-1994545,Ryan Akin,Consumidor,,Le Petit-Quevilly,Normandía,Francia,Europa Occidental,Europa,FUR-BO-3624,Mobiliario,Librerías,"Bush Classic Bookcase, Metal",1112.78,3,0.1,296.66,472,Crítica
ES-2012-DB1306048-41171,41171,41173,Segunda clase,DB-1306048,Dave Brooks,Consumidor,,Bochum,Renania del Norte-Westfalia,Alemania,Europa Occidental,Europa,TEC-CO-4789,Tecnología,Copiadoras,"HP Wireless Fax, Color",3616.5,10,0,36,471.92,Crítica
US-2014-AB10060140-41712,41712,41717,Clase estándar,AB-100601408,Adam Bellavance,Oficina en casa,22980,Waynesboro,Virginia,Estados Unidos,Sur de EE. UU.,USCA,FUR-FU-4762,Mobiliario,Mobiliario,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88,2,0,40.92,3.15,Medio
IN-2014-RF197357-41709,41709,41713,Clase estándar,RF-197357,Roland Fjeld,Consumidor,,Perth,Australia Occidental,Australia,Oceanía,Asia-Pacífico,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",2892.11,5,0.1,160.61,470.29,Alto
ES-2013-JH1582048-41306,41306,41309,Urgente,JH-1582048,John Huston,Consumidor,,Hamburgo,Hamburgo,Alemania,Europa Occidental,Europa,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",3263.4,5,0,848.4,469.29,Alto
US-2014-AB10060140-41712,41712,41717,Clase estándar,AB-100601408,Adam Bellavance,Oficina en casa,22980,Waynesboro,Virginia,Estados Unidos,Sur de EE. UU.,USCA,OFF-BI-4819,Material de oficina,Archivadores,Ibico Covers for Plastic or Wire Binding Elements,46,4,0,20.7,2.72,Medio
MX-2015-DM1295551-42103,42103,42107,Clase estándar,DM-1295551,Dario Medina,Empresarial,,Mixco,Guatemala,Guatemala,Centroamérica,LATAM,FUR-TA-5064,Mobiliario,Mesas,"Lesro Round Table, Rectangular",3117.09,13,0.2,38.95,466.703,Alto
CA-2014-AB10060140-41881,41881,41886,Clase estándar,AB-100601406,Adam Bellavance,Oficina en casa,3301,Concord,Nuevo Hampshire,Estados Unidos,Este de EE. UU.,USCA,OFF-SU-2972,Material de oficina,Material,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0,8.1,2.16,Medio
MX-2015-BE1133582-42082,42082,42084,Urgente,BE-1133582,Bill Eplett,Oficina en casa,,Morelia,Michoacán,México,Centroamérica,LATAM,OFF-AP-4745,Material de oficina,Artefactos,"Hoover Stove, White",1888.7,5,0,887.6,465.918,Alto
IN-2014-SO2033527-41914,41914,41916,Urgente,SO-2033527,Sean O'Donnell,Consumidor,,Changchun,Jilin,China,Asia Oriental,Asia-Pacífico,OFF-AP-4502,Material de oficina,Artefactos,"Hamilton Beach Refrigerator, Red",3000.78,6,0,1080.18,465.63,Alto
ES-2014-DK12835120-41651,41651,41654,Urgente,DK-12835120,Damala Kotsonis,Empresarial,,Madrid,Madrid,España,Europa Meridional,Europa,OFF-AP-4507,Material de oficina,Artefactos,"Hamilton Beach Stove, Silver",3801.63,7,0,1444.59,465.02,Medio
SA-2015-LC7050110-42236,42236,42241,Clase estándar,LC-7050110,Liz Carlisle,Consumidor,,Jeddah,Meca,Arabia Saudí,Asia Occidental,Asia-Pacífico,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",5211.12,8,0,1146.24,463.98,Medio
IN-2012-PB19210127-41259,41259,41262,Urgente,PB-19210127,Phillip Breyer,Empresarial,,Taipei,Taipéi,Taiwán,Asia Oriental,Asia-Pacífico,FUR-TA-5065,Mobiliario,Mesas,"Lesro Round Table, with Bottom Storage",1356.03,3,0,311.85,458.97,Crítica
IN-2015-CG125207-42077,42077,42081,Clase estándar,CG-125207,Claire Gute,Consumidor,,Adelaide,Australia del Sur,Australia,Oceanía,Asia-Pacífico,OFF-AP-4745,Material de oficina,Artefactos,"Hoover Stove, White",3569.64,7,0.1,674.16,458.54,Alto
CA-2013-AB10060140-41535,41535,41541,Clase estándar,AB-100601404,Adam Bellavance,Oficina en casa,98198,Des Moines,Washington,Estados Unidos,Oeste de EE. UU.,USCA,OFF-PA-6420,Material de oficina,Papel,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.71,1.69,Medio
ID-2015-HG1502559-42194,42194,42198,Clase estándar,HG-1502559,Hunter Glantz,Consumidor,,Medan,Sumatra Septentrional,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-BO-5787,Mobiliario,Librerías,"Safco Library with Doors, Pine",2910.08,8,0.07,125.12,456.32,Alto
ID-2014-AD1018059-41801,41801,41805,Clase estándar,AD-1018059,Alan Dominguez,Oficina en casa,,Yakarta,Yakarta,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-CH-4532,Mobiliario,Sillas,"Harbour Creations Executive Leather Armchair, Red",3126.4,9,0.27,-128.72,455.71,Alto
ES-2012-BP11155139-41130,41130,41137,Clase estándar,BP-11155139,Becky Pak,Consumidor,,London,Inglaterra,Reino Unido,Europa Septentrional,Europa,TEC-PH-3805,Tecnología,Teléfonos,"Cisco Smart Phone, Cordless",5276.99,9,0.1,1758.89,454.81,Medio
ID-2015-AA10480130-42080,42080,42084,Clase estándar,AA-10480130,Andrew Allen,Consumidor,,Bangkok,Bangkok,Tailandia,Asia Sudoriental,Asia-Pacífico,TEC-PH-5840,Tecnología,Teléfonos,"Samsung Smart Phone, Full Size",2645.38,5,0.17,-0.02,452.6,Alto
ID-2014-RL196157-41641,41641,41642,Urgente,RL-196157,Rob Lucas,Consumidor,,Newcastle,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,FUR-BO-3639,Mobiliario,Librerías,"Bush Library with Doors, Metal",1637.01,5,0.1,-36.39,452.28,Medio
CA-2014-AB10060140-41884,41884,41886,Urgente,AB-100601406,Adam Bellavance,Oficina en casa,10009,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-BI-2911,Material de oficina,Archivadores,Acco Hanging Data Binders,3.05,1,0.2,1.07,1.67,Crítica
ID-2013-SW2024559-41557,41557,41558,Urgente,SW-2024559,Scot Wooten,Consumidor,,Surakarta,Java Central,Indonesia,Asia Sudoriental,Asia-Pacífico,TEC-PH-5840,Tecnología,Teléfonos,"Samsung Smart Phone, Full Size",2645.38,5,0.17,-0.02,451.03,Alto
CA-2014-AB10060140-41884,41884,41886,Urgente,AB-100601406,Adam Bellavance,Oficina en casa,10009,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,TEC-AC-5744,Tecnología,Accesorios,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.31,1.31,Crítica
IN-2012-BW1111027-41076,41076,41078,Urgente,BW-1111027,Bart Watters,Empresarial,,Pekín,Pekín,China,Asia Oriental,Asia-Pacífico,FUR-TA-3420,Mobiliario,Mesas,"Bevis Conference Table, Fully Assembled",3238.31,5,0.3,-740.3,449.18,Alto
ES-2015-YC21895139-42097,42097,42099,Urgente,YC-21895139,Yoseph Carroll,Empresarial,,London,Inglaterra,Reino Unido,Europa Septentrional,Europa,FUR-BO-3639,Mobiliario,Librerías,"Bush Library with Doors, Metal",2291.81,7,0.1,127.13,448.91,Alto
MX-2012-JM1558082-41045,41045,41048,Segunda clase,JM-1558082,Jill Matthias,Consumidor,,Tulancingo,Hidalgo,México,Centroamérica,LATAM,TEC-PH-5355,Tecnología,Teléfonos,"Nokia Smart Phone, Full Size",2124.5,5,0,488.6,447.657,Alto
BO-2015-MZ733513-42046,42046,42050,Segunda clase,MZ-733513,Maria Zettner,Oficina en casa,,Brest,Brest,Bielorrusia,Europa Oriental,Europa,FUR-CH-4654,Mobiliario,Sillas,"Hon Executive Leather Armchair, Adjustable",2757.78,6,0,744.48,446.33,Alto
ES-2014-JF15295120-41924,41924,41924,Mismo día,JF-15295120,Jason Fortune-,Consumidor,,Valencia,Valenciana,España,Europa Meridional,Europa,TEC-AC-4185,Tecnología,Accesorios,"Enermax Router, Bluetooth",1549.98,6,0,139.32,443.92,Crítica
CA-2015-AB10060140-42264,42264,42269,Clase estándar,AB-100601406,Adam Bellavance,Oficina en casa,19143,Philadelphia,Pensilvania,Estados Unidos,Este de EE. UU.,USCA,OFF-PA-6596,Material de oficina,Papel,Xerox 231,20.74,4,0.2,7.26,1.23,Alto
